,name,company,year,kms_driven,fuel_type,Price
5223,Nissan Micra Active,Nissan,2015,80000,Petrol,250000
5224,Nissan Micra Diesel,Nissan,2013,120000,Diesel,250000
5225,Nissan Micra Diesel,Nissan,2013,83000,Diesel,250000
5226,Nissan Micra Diesel,Nissan,2011,50000,Diesel,250000
5227,Nissan Micra Diesel,Nissan,2011,45000,Diesel,250000
5228,Nissan Micra Diesel,Nissan,2011,110000,Diesel,250000
5229,Nissan Micra Diesel,Nissan,2011,110000,Diesel,250000
5230,Nissan Micra Diesel,Nissan,2012,120000,Diesel,250000
5231,Nissan Micra Diesel,Nissan,2012,166000,Diesel,250000
5232,Nissan Micra Fashion,Nissan,2017,26000,Petrol,250000
5233,Nissan Micra XE,Nissan,2011,110000,Petrol,250000
5234,Nissan Micra XL,Nissan,2011,43500,Petrol,250000
5235,Nissan Micra XL,Nissan,2015,36422,Petrol,250000
5236,Nissan Micra XV,Nissan,2011,60000,Petrol,250000
5237,Nissan Micra XV,Nissan,2011,90000,Petrol,250000
5238,Nissan Micra XV,Nissan,2015,50000,Petrol,250000
5239,Nissan Micra XV,Nissan,2015,71717,Petrol,250000
5240,Nissan Micra XV,Nissan,2017,21500,Petrol,250000
5241,Nissan Micra XV,Nissan,2013,91400,Petrol,250000
5242,Nissan Micra XV,Nissan,2014,26000,Petrol,250000
5243,Nissan Micra XV,Nissan,2015,50000,Petrol,250000
5244,Nissan Sunny Diesel,Nissan,2012,70000,Diesel,250000
5245,Nissan Sunny Diesel,Nissan,2014,71000,Diesel,250000
5246,Nissan Sunny Diesel,Nissan,2013,50000,Diesel,250000
5247,Nissan Sunny Diesel,Nissan,2012,110000,Diesel,250000
5248,Nissan Sunny Diesel,Nissan,2012,110000,Diesel,250000
5249,Nissan Sunny Diesel,Nissan,2014,71000,Diesel,250000
5250,Nissan Sunny Diesel,Nissan,2014,91000,Diesel,250000
5251,Nissan Sunny Diesel,Nissan,2012,90000,Diesel,250000
5252,Nissan Sunny Diesel,Nissan,2012,112072,Diesel,250000
5253,Nissan Sunny Diesel,Nissan,2013,120000,Diesel,250000
5254,Nissan Sunny Diesel,Nissan,2013,212000,Diesel,250000
5255,Nissan Sunny XE,Nissan,2011,25000,Petrol,250000
5256,Nissan Sunny XL,Nissan,2014,37000,Petrol,250000
5257,Nissan Sunny XL,Nissan,2012,70000,Petrol,250000
5258,Nissan Sunny XL,Nissan,2012,110000,Petrol,250000
5259,Nissan Sunny XL,Nissan,2011,96000,Petrol,250000
5260,Nissan Sunny XL,Nissan,2013,90000,Petrol,250000
5261,Nissan Sunny XL,Nissan,2018,35000,Diesel,250000
5262,Nissan Sunny XL,Nissan,2018,35000,Diesel,248000
5263,Nissan Sunny XV,Nissan,2011,47000,Petrol,246000
5264,Nissan Sunny XV,Nissan,2011,110000,Petrol,246000
5265,Nissan Sunny XV,Nissan,2012,50000,Petrol,246000
5266,Nissan Sunny XV,Nissan,2013,80000,Petrol,246000
5267,Nissan Sunny XV,Nissan,2017,90000,Diesel,246000
5268,Nissan Sunny XV,Nissan,2015,61000,Diesel,246000
5269,Nissan Sunny XV,Nissan,2012,9000,Petrol,245000
5270,Nissan Teana XL,Nissan,2014,80000,Petrol,245000
5271,Nissan Terrano XE,Nissan,2014,90000,Diesel,245000
5272,Nissan Terrano XE,Nissan,2016,35000,Diesel,245000
5273,Nissan Terrano XL,Nissan,2015,40000,Petrol,245000
5274,Nissan Terrano XL,Nissan,2016,36000,Diesel,245000
5275,Nissan Terrano XL,Nissan,2015,70000,Diesel,245000
5276,Nissan Terrano XL,Nissan,2014,150000,Diesel,245000
5277,Nissan Terrano XL,Nissan,2014,70000,Diesel,245000
5278,Nissan Terrano XL,Nissan,2015,60000,Diesel,245000
5279,Nissan Terrano XL,Nissan,2015,80000,Diesel,245000
5280,Nissan Terrano XL,Nissan,2015,35000,Diesel,245000
5281,Nissan Terrano XL,Nissan,2015,110000,Diesel,245000
5282,Nissan Terrano XL,Nissan,2014,82000,Diesel,245000
5283,Nissan Terrano XL,Nissan,2016,56832,Diesel,245000
5284,Nissan Terrano XL,Nissan,2018,48000,Diesel,245000
5285,Nissan Terrano XL,Nissan,2018,30000,Diesel,245000
5286,Nissan Terrano XL,Nissan,2015,90000,Diesel,245000
5287,Nissan Terrano XL,Nissan,2014,90000,Diesel,245000
5288,Nissan Terrano XL,Nissan,2015,90000,Diesel,245000
5289,Nissan Terrano XL,Nissan,2013,170000,Diesel,245000
5290,Nissan Terrano XV,Nissan,2014,120000,Diesel,245000
5291,Nissan Terrano XV,Nissan,2014,120000,Diesel,244000
5292,Nissan Terrano XV,Nissan,2017,55000,Diesel,242000
5293,Nissan Terrano XV,Nissan,2017,55000,Diesel,242000
5294,Nissan Terrano XV,Nissan,2014,80100,Diesel,241000
5295,Nissan Terrano XV,Nissan,2014,40000,Diesel,240000
5296,Renault Captur 1.5,Renault,2017,50000,Diesel,240000
5297,Renault Captur 1.5,Renault,2017,50000,Diesel,240000
5298,Renault Captur 1.5,Renault,2018,12000,Diesel,240000
5299,Renault Captur 1.5,Renault,2018,12000,Diesel,240000
5300,Renault Duster 110PS,Renault,2014,68000,Diesel,240000
5301,Renault Duster 110PS,Renault,2012,120000,Diesel,240000
5302,Renault Duster 110PS,Renault,2013,81000,Diesel,240000
5303,Renault Duster 110PS,Renault,2013,126000,Diesel,240000
5304,Renault Duster 110PS,Renault,2013,100000,Diesel,240000
5305,Renault Duster 110PS,Renault,2012,110000,Diesel,240000
5306,Renault Duster 110PS,Renault,2014,123000,Diesel,240000
5307,Renault Duster 110PS,Renault,2016,80000,Diesel,240000
5308,Renault Duster 110PS,Renault,2014,133000,Diesel,240000
5309,Renault Duster 110PS,Renault,2014,90000,Diesel,240000
5310,Renault Duster 110PS,Renault,2015,136000,Diesel,240000
5311,Renault Duster 110PS,Renault,2014,116000,Diesel,240000
5312,Renault Duster 110PS,Renault,2017,50000,Diesel,240000
5313,Renault Duster 110PS,Renault,2016,30000,Diesel,240000
5314,Renault Duster 110PS,Renault,2018,18000,Diesel,240000
5315,Renault Duster 110PS,Renault,2012,55735,Diesel,240000
5316,Renault Duster 110PS,Renault,2015,60000,Diesel,240000
5317,Renault Duster 110PS,Renault,2012,105000,Diesel,240000
5318,Renault Duster 110PS,Renault,2012,100000,Diesel,240000
5319,Renault Duster 110PS,Renault,2013,56429,Diesel,240000
5320,Renault Duster 110PS,Renault,2018,12000,Diesel,240000
5321,Renault Duster 110PS,Renault,2014,188000,Diesel,240000
5322,Renault Duster 110PS,Renault,2013,120000,Diesel,240000
5323,Renault Duster 110PS,Renault,2014,114000,Diesel,240000
5324,Renault Duster 110PS,Renault,2012,110000,Diesel,240000
5325,Renault Duster 110PS,Renault,2018,26000,Diesel,240000
5326,Renault Duster 110PS,Renault,2012,90000,Diesel,240000
5327,Renault Duster 110PS,Renault,2017,50000,Diesel,240000
5328,Renault Duster 110PS,Renault,2012,86000,Diesel,240000
5329,Renault Duster 110PS,Renault,2012,100000,Diesel,240000
5330,Renault Duster 110PS,Renault,2014,80000,Diesel,240000
5331,Renault Duster 110PS,Renault,2018,18000,Diesel,240000
5332,Renault Duster 110PS,Renault,2018,18000,Diesel,240000
5333,Renault Duster 110PS,Renault,2015,160000,Diesel,240000
5334,Renault Duster 110PS,Renault,2014,80000,Diesel,240000
5335,Renault Duster 110PS,Renault,2013,109000,Diesel,240000
5336,Renault Duster 4x4,Renault,2014,132000,Diesel,240000
5337,Renault Duster 4x4,Renault,2014,129000,Diesel,240000
5338,Renault Duster 85PS,Renault,2017,120000,Diesel,240000
5339,Renault Duster 85PS,Renault,2016,40000,Diesel,240000
5340,Renault Duster 85PS,Renault,2015,130000,Diesel,240000
5341,Renault Duster 85PS,Renault,2014,120000,Diesel,240000
5342,Renault Duster 85PS,Renault,2014,120000,Diesel,240000
5343,Renault Duster 85PS,Renault,2016,90000,Diesel,238000
5344,Renault Duster 85PS,Renault,2015,67303,Diesel,236000
5345,Renault Duster 85PS,Renault,2014,40000,Diesel,235000
5346,Renault Duster 85PS,Renault,2016,50000,Diesel,235000
5347,Renault Duster 85PS,Renault,2015,75000,Diesel,235000
5348,Renault Duster 85PS,Renault,2014,80000,Diesel,235000
5349,Renault Duster 85PS,Renault,2017,48406,Diesel,235000
5350,Renault Duster 85PS,Renault,2015,60000,Diesel,235000
5351,Renault Duster 85PS,Renault,2016,50000,Diesel,235000
5352,Renault Duster 85PS,Renault,2015,75000,Diesel,235000
5353,Renault Duster 85PS,Renault,2016,120000,Diesel,235000
5354,Renault Duster 85PS,Renault,2012,80000,Diesel,235000
5355,Renault Duster 85PS,Renault,2013,80000,Diesel,235000
5356,Renault Duster 85PS,Renault,2013,95000,Diesel,235000
5357,Renault Duster 85PS,Renault,2013,100600,Diesel,235000
5358,Renault Duster 85PS,Renault,2012,90000,Diesel,235000
5359,Renault Duster 85PS,Renault,2012,100000,Diesel,235000
5360,Renault Duster 85PS,Renault,2013,96000,Diesel,235000
5361,Renault Duster 85PS,Renault,2013,250000,Diesel,235000
5362,Renault Duster 85PS,Renault,2013,44500,Diesel,235000
5363,Renault Duster 85PS,Renault,2013,152186,Diesel,235000
5364,Renault Duster 85PS,Renault,2015,140000,Diesel,235000
5365,Renault Duster 85PS,Renault,2013,100000,Diesel,235000
5366,Renault Duster 85PS,Renault,2017,50000,Diesel,235000
5367,Renault Duster 85PS,Renault,2014,69000,Diesel,235000
5368,Renault Duster 85PS,Renault,2017,96000,Diesel,235000
5369,Renault Duster Adventure,Renault,2014,175000,Diesel,235000
5370,Renault Duster Adventure,Renault,2014,120000,Diesel,235000
5371,Renault Duster Adventure,Renault,2016,80000,Diesel,231000
5372,Renault Duster Petrol,Renault,2018,30000,Petrol,231000
5373,Renault Duster RXL,Renault,2013,120000,Diesel,229999
5374,Renault Duster RXZ,Renault,2017,20171,Diesel,229999
5375,Renault Fluence 1.5,Renault,2013,67000,Diesel,229999
5376,Renault Fluence 2.0,Renault,2011,43000,Petrol,229999
5377,Renault Fluence Diesel,Renault,2012,120000,Diesel,229999
5378,Renault Fluence Diesel,Renault,2012,120000,Diesel,229999
5379,Renault Fluence Diesel,Renault,2012,100000,Diesel,229999
5380,Renault Koleos 2.0,Renault,2013,75010,Diesel,229999
5381,Renault Koleos 2.0,Renault,2013,75010,Diesel,229999
5382,Renault KWID 1.0,Renault,2018,25000,Petrol,229999
5383,Renault KWID 1.0,Renault,2016,30000,Petrol,229999
5384,Renault KWID 1.0,Renault,2016,20000,Petrol,229999
5385,Renault KWID 1.0,Renault,2018,20000,Petrol,229999
5386,Renault KWID 1.0,Renault,2018,50000,Petrol,229999
5387,Renault KWID 1.0,Renault,2017,38000,Petrol,229999
5388,Renault KWID 1.0,Renault,2017,35000,Petrol,229999
5389,Renault KWID 1.0,Renault,2017,30000,Petrol,229999
5390,Renault KWID 1.0,Renault,2017,20000,Petrol,229999
5391,Renault KWID 1.0,Renault,2019,90000,Petrol,229999
5392,Renault KWID 1.0,Renault,2019,25000,Petrol,229999
5393,Renault KWID 1.0,Renault,2016,25000,Petrol,229999
5394,Renault KWID 1.0,Renault,2016,50000,Petrol,229999
5395,Renault KWID 1.0,Renault,2017,35000,Petrol,229999
5396,Renault KWID 1.0,Renault,2018,60000,Petrol,229999
5397,Renault KWID 1.0,Renault,2017,35000,Petrol,229999
5398,Renault KWID 1.0,Renault,2018,30000,Petrol,229999
5399,Renault KWID 1.0,Renault,2018,35000,Petrol,229999
5400,Renault KWID 1.0,Renault,2018,30000,Petrol,229999
5401,Renault KWID 1.0,Renault,2017,90000,Petrol,229999
5402,Renault KWID 1.0,Renault,2017,30000,Petrol,229999
5403,Renault KWID 1.0,Renault,2016,34000,Petrol,229999
5404,Renault KWID 1.0,Renault,2018,31000,Petrol,229999
5405,Renault KWID 1.0,Renault,2018,20000,Petrol,229999
5406,Renault KWID 1.0,Renault,2019,15000,Petrol,229999
5407,Renault KWID 1.0,Renault,2018,20000,Petrol,229999
5408,Renault KWID 1.0,Renault,2016,60000,Petrol,229999
5409,Renault KWID 1.0,Renault,2016,60000,Petrol,229999
5410,Renault KWID 1.0,Renault,2017,25000,Petrol,229999
5411,Renault KWID 1.0,Renault,2017,16500,Petrol,229999
5412,Renault KWID AMT,Renault,2018,25000,Petrol,229999
5413,Renault KWID AMT,Renault,2018,30000,Petrol,229999
5414,Renault KWID AMT,Renault,2018,30000,Petrol,229999
5415,Renault KWID AMT,Renault,2018,25000,Petrol,229999
5416,Renault KWID AMT,Renault,2018,31000,Petrol,229999
5417,Renault KWID Climber,Renault,2017,40000,Petrol,229999
5418,Renault KWID Climber,Renault,2017,50000,Petrol,229999
5419,Renault KWID Climber,Renault,2018,5000,Petrol,229999
5420,Renault KWID Climber,Renault,2017,20000,Petrol,229999
5421,Renault KWID Climber,Renault,2017,25000,Petrol,229999
5422,Renault KWID Climber,Renault,2019,35000,Petrol,229999
5423,Renault KWID Climber,Renault,2019,35000,Petrol,229999
5424,Renault KWID RXE,Renault,2017,5000,Petrol,229999
5425,Renault KWID RXL,Renault,2016,40000,Petrol,227999
5426,Renault KWID RXL,Renault,2018,13000,Petrol,227999
5427,Renault KWID RXL,Renault,2015,50000,Petrol,227000
5428,Renault KWID RXL,Renault,2016,30000,Petrol,225000
5429,Renault KWID RXL,Renault,2019,15000,Petrol,225000
5430,Renault KWID RXL,Renault,2018,20000,Petrol,225000
5431,Renault KWID RXL,Renault,2016,90000,Petrol,225000
5432,Renault KWID RXL,Renault,2019,25000,Petrol,225000
5433,Renault KWID RXL,Renault,2017,40000,Petrol,225000
5434,Renault KWID RXL,Renault,2018,40000,Petrol,225000
5435,Renault KWID RXL,Renault,2019,10000,Petrol,225000
5436,Renault KWID RXL,Renault,2016,80000,Petrol,225000
5437,Renault KWID RXL,Renault,2019,14700,Petrol,225000
5438,Renault KWID RXL,Renault,2017,40000,Petrol,225000
5439,Renault KWID RXL,Renault,2018,25000,Petrol,225000
5440,Renault KWID RXT,Renault,2018,30000,Petrol,225000
5441,Renault KWID RXT,Renault,2016,44000,Petrol,225000
5442,Renault KWID RXT,Renault,2016,30000,Petrol,225000
5443,Renault KWID RXT,Renault,2016,66693,Petrol,225000
5444,Renault KWID RXT,Renault,2016,60000,Petrol,225000
5445,Renault KWID RXT,Renault,2016,50000,Petrol,225000
5446,Renault KWID RXT,Renault,2017,28000,Petrol,225000
5447,Renault KWID RXT,Renault,2016,90000,Petrol,225000
5448,Renault KWID RXT,Renault,2016,20000,Petrol,225000
5449,Renault KWID RXT,Renault,2017,25000,Petrol,225000
5450,Renault KWID RXT,Renault,2016,51500,Petrol,225000
5451,Renault KWID RXT,Renault,2017,34000,Petrol,225000
5452,Renault KWID RXT,Renault,2015,15200,Petrol,225000
5453,Renault KWID RXT,Renault,2016,30000,Petrol,225000
5454,Renault KWID RXT,Renault,2016,27500,Petrol,225000
5455,Renault KWID RXT,Renault,2015,10000,Petrol,225000
5456,Renault KWID RXT,Renault,2016,59300,Petrol,225000
5457,Renault KWID RXT,Renault,2015,210000,Petrol,225000
5458,Renault KWID RXT,Renault,2017,60000,Petrol,225000
5459,Renault KWID RXT,Renault,2016,30000,Petrol,225000
5460,Renault KWID RXT,Renault,2015,15200,Petrol,225000
5461,Renault KWID RXT,Renault,2016,45000,Petrol,225000
5462,Renault KWID RXT,Renault,2018,21900,Petrol,225000
5463,Renault KWID RXT,Renault,2018,30000,Petrol,225000
5464,Renault KWID RXT,Renault,2016,15000,Petrol,225000
5465,Renault KWID RXT,Renault,2017,50000,Petrol,225000
5466,Renault KWID RXT,Renault,2016,10000,Petrol,225000
5467,Renault KWID RXT,Renault,2016,60000,Petrol,225000
5468,Renault KWID RXT,Renault,2016,30000,Petrol,225000
5469,Renault KWID RXT,Renault,2015,60000,Petrol,225000
5470,Renault KWID RXT,Renault,2018,30000,Petrol,225000
5471,Renault KWID RXT,Renault,2017,35000,Petrol,225000
5472,Renault KWID RXT,Renault,2017,28000,Petrol,225000
5473,Renault KWID RXT,Renault,2018,10000,Petrol,225000
5474,Renault KWID RXT,Renault,2019,21000,Petrol,225000
5475,Renault KWID RXT,Renault,2016,22000,Petrol,225000
5476,Renault KWID RXT,Renault,2016,11500,Petrol,225000
5477,Renault KWID RXT,Renault,2019,10000,Petrol,225000
5478,Renault KWID RXT,Renault,2018,10800,Petrol,225000
5479,Renault KWID RXT,Renault,2016,9656,Petrol,225000
5480,Renault KWID RXT,Renault,2016,41000,Petrol,225000
5481,Renault KWID RXT,Renault,2019,15000,Petrol,225000
5482,Renault KWID RXT,Renault,2018,13120,Petrol,225000
5483,Renault KWID RXT,Renault,2016,25000,Petrol,225000
5484,Renault KWID RXT,Renault,2016,15000,Petrol,225000
5485,Renault KWID RXT,Renault,2016,60000,Petrol,225000
5486,Renault KWID RXT,Renault,2018,13120,Petrol,225000
5487,Renault KWID RXT,Renault,2016,60000,Petrol,225000
5488,Renault KWID RXT,Renault,2019,21000,Petrol,225000
5489,Renault KWID RXT,Renault,2016,22000,Petrol,225000
5490,Renault Lodgy 85PS,Renault,2015,125000,Diesel,225000
5491,Renault Lodgy 85PS,Renault,2015,125000,Diesel,225000
5492,Renault Lodgy 85PS,Renault,2018,35000,Diesel,225000
5493,Renault Lodgy 85PS,Renault,2015,120000,Diesel,225000
5494,Renault Lodgy 85PS,Renault,2017,65000,Diesel,225000
5495,Renault Lodgy 85PS,Renault,2017,65000,Diesel,225000
5496,Renault Lodgy 85PS,Renault,2017,34000,Diesel,225000
5497,Renault Lodgy 85PS,Renault,2015,80000,Diesel,225000
5498,Renault Lodgy 85PS,Renault,2016,7000,Diesel,225000
5499,Renault Lodgy Stepway,Renault,2015,240000,Diesel,225000
5500,Renault Lodgy Stepway,Renault,2017,50000,Diesel,225000
5501,Renault Lodgy World,Renault,2017,65000,Diesel,225000
5502,Renault Lodgy World,Renault,2017,65000,Diesel,225000
5503,Renault Pulse RxL,Renault,2013,85000,Diesel,225000
5504,Renault Pulse RxL,Renault,2012,110000,Diesel,225000
5505,Renault Pulse RxL,Renault,2012,75000,Diesel,225000
5506,Renault Pulse RxL,Renault,2017,80000,Diesel,225000
5507,Renault Pulse RxL,Renault,2013,90000,Diesel,225000
5508,Renault Pulse RxZ,Renault,2012,100000,Diesel,225000
5509,Renault Pulse RxZ,Renault,2012,67000,Diesel,225000
5510,Renault Pulse RxZ,Renault,2012,100000,Diesel,225000
5511,Renault Pulse RxZ,Renault,2012,100000,Diesel,225000
5512,Renault Scala Diesel,Renault,2015,110000,Diesel,225000
5513,Renault Scala Diesel,Renault,2013,61000,Diesel,225000
5514,Renault Scala Diesel,Renault,2013,120000,Diesel,222000
5515,Renault Triber RXT,Renault,2019,12000,Petrol,221000
5516,Renault Triber RXT,Renault,2019,5000,Petrol,221000
5517,Renault Triber RXT,Renault,2019,5000,Petrol,221000
5518,Renault Triber RXZ,Renault,2019,7720,Petrol,221000
5519,Renault Triber RXZ,Renault,2019,5000,Petrol,221000
5520,Renault Triber RXZ,Renault,2019,5000,Petrol,221000
5521,Renault Triber RXZ,Renault,2019,5000,Petrol,221000
5522,Renault Triber RXZ,Renault,2019,6500,Petrol,220000
5523,Renault Triber RXZ,Renault,2019,6500,Petrol,220000
5524,Skoda Fabia 1.2,Skoda,2011,120000,Petrol,220000
5525,Skoda Fabia 1.2,Skoda,2012,55885,Petrol,220000
5526,Skoda Fabia 1.2,Skoda,2012,50000,Diesel,220000
5527,Skoda Fabia 1.2,Skoda,2013,150000,Diesel,220000
5528,Skoda Fabia 1.2,Skoda,2012,70000,Diesel,220000
5529,Skoda Fabia 1.2L,Skoda,2011,100000,Diesel,220000
5530,Skoda Fabia 1.2L,Skoda,2011,265000,Diesel,220000
5531,Skoda Fabia 1.2L,Skoda,2011,160000,Diesel,220000
5532,Skoda Fabia 1.2L,Skoda,2011,145000,Diesel,220000
5533,Skoda Fabia 1.4,Skoda,2008,150000,Diesel,220000
5534,Skoda Fabia Scout,Skoda,2012,110000,Diesel,220000
5535,Skoda Kodiaq 2.0,Skoda,2018,17601,Diesel,220000
5536,Skoda Kodiaq 2.0,Skoda,2018,40000,Diesel,220000
5537,Skoda Laura Ambiente,Skoda,2010,100000,Diesel,220000
5538,Skoda Laura Ambiente,Skoda,2008,110000,Diesel,220000
5539,Skoda Laura Ambiente,Skoda,2011,140000,Diesel,220000
5540,Skoda Octavia Ambiente,Skoda,2010,116000,Diesel,220000
5541,Skoda Octavia Ambiente,Skoda,2007,120000,Diesel,220000
5542,Skoda Octavia Ambiente,Skoda,2003,250000,Diesel,220000
5543,Skoda Octavia Ambiente,Skoda,2007,175000,Diesel,220000
5544,Skoda Octavia Ambition,Skoda,2015,168000,Diesel,220000
5545,Skoda Octavia Ambition,Skoda,2014,79000,Diesel,220000
5546,Skoda Octavia Classic,Skoda,2006,150000,Diesel,220000
5547,Skoda Octavia Classic,Skoda,2007,155000,Diesel,220000
5548,Skoda Octavia Elegance,Skoda,2017,33000,Petrol,220000
5549,Skoda Octavia L,Skoda,2007,100000,Diesel,220000
5550,Skoda Octavia L,Skoda,2007,100000,Diesel,220000
5551,Skoda Octavia L,Skoda,2007,200000,Diesel,220000
5552,Skoda Octavia L,Skoda,2005,120000,Diesel,220000
5553,Skoda Octavia L,Skoda,2005,120000,Diesel,220000
5554,Skoda Octavia Rider,Skoda,2008,120000,Diesel,220000
5555,Skoda Octavia RS,Skoda,2006,120000,Petrol,220000
5556,Skoda Octavia Style,Skoda,2019,11000,Diesel,220000
5557,Skoda Rapid 1.5,Skoda,2013,77300,Diesel,220000
5558,Skoda Rapid 1.5,Skoda,2014,120000,Diesel,220000
5559,Skoda Rapid 1.5,Skoda,2015,120000,Diesel,220000
5560,Skoda Rapid 1.5,Skoda,2014,65000,Diesel,220000
5561,Skoda Rapid 1.5,Skoda,2018,35000,Diesel,220000
5562,Skoda Rapid 1.5,Skoda,2018,40000,Diesel,220000
5563,Skoda Rapid 1.5,Skoda,2017,89000,Diesel,220000
5564,Skoda Rapid 1.5,Skoda,2016,78010,Diesel,220000
5565,Skoda Rapid 1.5,Skoda,2014,77000,Diesel,220000
5566,Skoda Rapid 1.5,Skoda,2017,35000,Diesel,220000
5567,Skoda Rapid 1.5,Skoda,2016,99000,Diesel,220000
5568,Skoda Rapid 1.5,Skoda,2016,99000,Diesel,220000
5569,Skoda Rapid 1.5,Skoda,2017,31000,Diesel,220000
5570,Skoda Rapid 1.5,Skoda,2016,88000,Diesel,220000
5571,Skoda Rapid 1.5,Skoda,2015,101500,Diesel,220000
5572,Skoda Rapid 1.5,Skoda,2015,35000,Diesel,220000
5573,Skoda Rapid 1.5,Skoda,2016,125000,Diesel,220000
5574,Skoda Rapid 1.6,Skoda,2016,50000,Petrol,220000
5575,Skoda Rapid 1.6,Skoda,2013,100000,Petrol,220000
5576,Skoda Rapid 1.6,Skoda,2019,25000,Petrol,220000
5577,Skoda Rapid 1.6,Skoda,2013,29000,Petrol,220000
5578,Skoda Rapid 1.6,Skoda,2019,10000,Petrol,220000
5579,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5580,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5581,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5582,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5583,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5584,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5585,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5586,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5587,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5588,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5589,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5590,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5591,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5592,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5593,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5594,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5595,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5596,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5597,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5598,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5599,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5600,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,220000
5601,Skoda Rapid 1.6,Skoda,2013,35000,Petrol,220000
5602,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,219000
5603,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,217000
5604,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,217000
5605,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,217000
5606,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,217000
5607,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,217000
5608,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,215000
5609,Skoda Rapid 1.6,Skoda,2013,35000,Petrol,215000
5610,Skoda Rapid 1.6,Skoda,2016,11000,Petrol,215000
5611,Skoda Rapid 1.6,Skoda,2016,28182,Petrol,215000
5612,Skoda Rapid 1.6,Skoda,2012,116000,Petrol,215000
5613,Skoda Rapid 1.6,Skoda,2012,80000,Diesel,215000
5614,Skoda Rapid 1.6,Skoda,2013,98000,Diesel,215000
5615,Skoda Rapid 1.6,Skoda,2012,145000,Diesel,215000
5616,Skoda Rapid 1.6,Skoda,2012,60000,Diesel,215000
5617,Skoda Rapid 1.6,Skoda,2012,90000,Diesel,215000
5618,Skoda Rapid 1.6,Skoda,2011,64481,Diesel,215000
5619,Skoda Rapid Monte,Skoda,2017,40000,Diesel,215000
5620,Skoda Rapid Ultima,Skoda,2013,90000,Diesel,215000
5621,Skoda Rapid Ultima,Skoda,2012,140000,Diesel,215000
5622,Skoda Rapid Ultima,Skoda,2012,140000,Diesel,215000
5623,Skoda Superb Elegance,Skoda,2013,60000,Petrol,215000
5624,Skoda Superb Elegance,Skoda,2013,90000,Diesel,215000
5625,Skoda Superb LK,Skoda,2018,50000,Petrol,215000
5626,Skoda Superb LK,Skoda,2018,50000,Petrol,215000
5627,Skoda Yeti Ambition,Skoda,2011,202000,Diesel,215000
5628,Tata Aria Pleasure,Tata ,2013,80000,Diesel,215000
5629,Tata Aria Prestige,Tata ,2013,80000,Diesel,215000
5630,Tata Aria Pride,Tata ,2011,142000,Diesel,215000
5631,Tata Aria Pride,Tata ,2013,110000,Diesel,215000
5632,Tata Aria Pure,Tata ,2014,90000,Diesel,215000
5633,Tata Aria Pure,Tata ,2014,70000,Diesel,215000
5634,Tata Aria Pure,Tata ,2014,78000,Diesel,215000
5635,Tata Bolt Quadrajet,Tata ,2017,50000,Diesel,215000
5636,Tata Bolt Quadrajet,Tata ,2019,35000,Diesel,215000
5637,Tata Bolt Quadrajet,Tata ,2017,50000,Diesel,215000
5638,Tata Bolt Quadrajet,Tata ,2016,100000,Diesel,212000
5639,Tata Bolt Quadrajet,Tata ,2017,27000,Diesel,211000
5640,Tata Bolt Quadrajet,Tata ,2017,50000,Diesel,210000
5641,Tata Bolt Revotron,Tata ,2015,16500,Petrol,210000
5642,Tata Bolt Revotron,Tata ,2017,35000,Petrol,210000
5643,Tata Bolt Revotron,Tata ,2015,25000,Petrol,210000
5644,Tata Harrier XZ,Tata ,2019,15000,Diesel,210000
5645,Tata Harrier XZ,Tata ,2019,15000,Diesel,210000
5646,Tata Harrier XZ,Tata ,2019,25000,Diesel,210000
5647,Tata Harrier XZ,Tata ,2020,16000,Diesel,210000
